"job_id","clip_id","created","job_status","last_updated","source","source_file","thumbnails"
"2kvFZmWyJiFafXrxV2iVFwQHbBl","KMPKW","2024-08-20T12:16:40Z","SUCCESS","2024-08-20T12:34:33Z","S3","s3://picasso-media-staging/clean/KMPKW01HM01.mp4","[{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb001.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb002.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb003.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb004.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb005.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb006.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb007.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb008.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb009.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb010.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb011.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb012.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb013.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb014.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb015.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb016.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb017.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb018.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb019.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb020.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb021.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb022.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb023.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb024.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb025.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb026.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb027.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb028.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb029.jpg""},{""S"":""s3://ams-astro-tvp-nonprod/staging/picasso_thumbnails/output/KMPKW/KMPKW_thumb030.jpg""}]"
